PU;NAME;WGMS_ID;SURVEY_ID;SURVEY_DATE;REFERENCE_DATE;AREA_SURVEY_YEAR;AREA_CHANGE;ELEV_CH;ELEV_CH_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
SJ;RIJPBREEN;3514;1540;20059999;19909999;39;;0;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;SABINEBREEN;3515;1541;20029999;19969999;;;-2040;;;;Bamber, J. L., et al., 2005, Ann. Glaciol., 42, 202-208;Airborne topographic Mapper 3 (ATM3).
SJ;SABINEBREEN;3515;1542;20059999;19909999;64;;2344;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;SLAKBREEN;3525;1556;19610701;19360701;41.5;0;2710;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Kohler, J., et al., 2007, Geophys. Res. Lett., 34, L18502, 10.1029/2007GL030681";Methods used for survey/reference years are: AP/AP.
SJ;SLAKBREEN;3525;1557;19770701;19610701;41.5;0;-1900;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Kohler, J., et al., 2007, Geophys. Res. Lett., 34, L18502, 10.1029/2007GL030681";Methods used for survey/reference years are: AP/AP.
SJ;SLAKBREEN;3525;1558;19900701;19770701;41.5;0;-4220;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Kohler, J., et al., 2007, Geophys. Res. Lett., 34, L18502, 10.1029/2007GL030681";Methods used for survey/reference years are: AP/AP.
SJ;SLAKBREEN;3525;1559;20030701;19900701;41.5;0;-7010;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Kohler, J., et al., 2007, Geophys. Res. Lett., 34, L18502, 10.1029/2007GL030681";Methods used for survey/reference years are: AP/AL.
SJ;STORSKAVLEN ICE CAP;3516;1543;19890915;19690915;7.45;0;-4200;;;;Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744;Methods used for survey/reference years are: AP/TS.
SJ;STORSKAVLEN ICE CAP;3516;1544;20059999;19719999;184;;-28416;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;SVALBREEN;3517;1545;20059999;19909999;53;;-5660;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;SVEABREEN;3519;1547;20029999;19969999;;;-2280;;;;Bamber, J. L., et al., 2005, Ann. Glaciol., 42, 202-208;Airborne topographic Mapper 3 (ATM3).
SJ;SVEABREEN;3519;1548;20059999;19669999;523;;-14168;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;TUNABREEN;3520;1549;20059999;19669999;174;;-13448;;;;Nuth, C., et al., 2010, J. Geophys. Res., 115, F01008, 10.1029/2008JF001223;The survey data is recommended by Nuth (pers.mail) to be taken as 2005.
SJ;VEGAFONNA ICE CAP;3522;1551;20029999;19969999;;;-1380;;;;Bamber, J. L., et al., 2005, Ann. Glaciol., 42, 202-208;Airborne topographic Mapper 3 (ATM3).
SJ;VESTRE LOVENBREEN;3523;1552;19770701;19660701;2.4;-100;-7000;;;;Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744;Methods used for survey/reference years are: AP/AP.
SJ;VESTRE LOVENBREEN;3523;1553;19900701;19770701;1.9;-500;-2670;;;;Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744;Methods used for survey/reference years are: AP/AP.
SJ;WEDEL JARLSBERG LD GLACIERS;3500;1525;19900901;19370901;1903;-244000;-23270;;;;Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744;Methods used for survey/reference years are: AP/AP.
US;AGASSIZ;3540;1579;19999999;19729999;591;;-30000;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;intermap tech.  Xband - SRTM Xband
US;AGASSIZ;3540;1580;20029999;19999999;488;;-3000;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;SRTM Xband/ USGS DEM
US;AIALIK;3373;1253;19940529;19500805;118;0;-11000;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;AIALIK;3373;1254;19940529;19500805;;;978;14080;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;AIALIK;3373;1255;19940529;19500805;87;-100;90;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;AIALIK;3373;1256;20000210;19940529;87;0;-2040;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;ALLEN;3543;1584;20000808;19509999;;;-45000;3500;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;ALLEN;3543;1585;20040904;19509999;207.42;-14580;-48000;;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;Maps and ETM+
US;ANDREWS;1341;868;19630924;19620923;0.065;-10;-3000;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
US;ANDREWS;1341;869;19640930;19630924;0.065;0;-1120;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
US;AREY;3374;1257;19930701;19730701;;;-11600;5940;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;AREY;3374;1258;19940701;19730701;4.6;0;-11400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TG.
US;BAIRD;3375;1259;19960614;19480701;;;-15467;5760;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BAIRD;3375;1260;19990601;19960614;523;0;-2580;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;BARNARD;165;84;20070819;20030819;;;-3422;444;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;BATTLE;3418;1367;20000210;19870701;288.864;0;-34320;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;BEAR;3372;1251;19940528;19510701;227.4;0;-34400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;BEAR;3372;1249;19940528;19510701;;;-38133;7480;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BEAR;3372;1250;19940528;19510701;219.75;-8750;-38400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;BEAR;3372;1252;20000210;19940528;217.9;0;-5050;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;BEAR LAKE;3376;1261;19570728;19500807;6.47;-130;400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135; Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547";Methods used for survey/reference years are: AP/AP.
US;BEAR LAKE;3376;1265;19940528;19500807;7;0;-9520;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AP/AL.
US;BEAR LAKE;3376;1264;19940528;19500807;5.8;-800;-12000;;;;Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547;map photography/profile date
US;BEAR LAKE;3376;1263;19940528;19500807;5.8;-800;-7800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547";Methods used for survey/reference years are: AP/AL.
US;BEAR LAKE;3376;1267;19940528;19570728;;;-12222;4400;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BEAR LAKE;3376;1266;19940528;19570728;6.68;-90;-9700;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;BEAR LAKE;3376;1262;19949999;19579999;;;-10062;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;BEAR LAKE;3376;1268;19990513;19940528;7;0;-4750;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;BENCH;3377;1270;20040905;19509999;7.62;-1080;-89400;;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;Maps and ETM+
US;BENCH;3377;1269;20040905;19509999;;;-83889;4500;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BERING;3336;1191;19950610;19720701;;;-18144;2300;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BERING;3336;1192;20000826;19950610;2190;0;-15500;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;BERING;3336;1193;20039999;19729999;3563;;-191000;17000;;;Muskett, R.R., et al., 2009, J. Glaciol., 55, 316-326, 10.3189/002214309788608750;SRTM, ASTER, and various map-based DEMs. Change analysis covers about 70% of total glacier system.
US;BERING;3336;1194;20070819;20030822;;;-6356;533;;;Arendt, A.A., et al., 2008, J. Glaciol., 54, 778-787, 10.3189/002214308787780067;
US;BLACK RAPIDS;80;16;19950518;19540701;;;14578;5330;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BLACK RAPIDS;80;17;20000701;19950518;289;0;-3300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;BLUE GLACIER;210;115;19521003;19390925;4.28;-50;-5100;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Conway, H., et al., 1999, Geogr. Ann., 81A, 509-520, 10.1111/j.0435-3676.1999.00080.x";Methods used for survey/reference years are: AP/AP.
US;BLUE GLACIER;210;114;19529999;19399999;;;-6405;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;SRTM Xband/ USGS DEM
US;BLUE GLACIER;210;117;19570911;19521003;4.28;0;6200;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Conway, H., et al., 1999, Geogr. Ann., 81A, 509-520, 10.1111/j.0435-3676.1999.00080.x";Methods used for survey/reference years are: AP/AP.
US;BLUE GLACIER;210;116;19579999;19529999;;;9504;;;;Muskett, R.R., et al., 2008, J. Glaciol., 54, 788-300, 10.3189/002214308787779915;intermap tech.  Xband - SRTM Xband
US;BLUE GLACIER;210;120;19870808;19570911;5.47;-460;5300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AP.
US;BLUE GLACIER;210;118;19870808;19570911;4.3;20;1400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Conway, H., et al., 1999, Geogr. Ann., 81A, 509-520, 10.1111/j.0435-3676.1999.00080.x";Methods used for survey/reference years are: AP/AP.
US;BLUE GLACIER;210;119;19879999;19579999;;;6198;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;BLUE GLACIER;210;124;19960620;19870808;4.28;-20;-4110;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Conway, H., et al., 1999, Geogr. Ann., 81A, 509-520, 10.1111/j.0435-3676.1999.00080.x";Methods used for survey/reference years are: AP/AL.
US;BLUE GLACIER;210;121;19960620;19870808;5.93;460;-4300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;BLUE GLACIER;210;122;19969999;19579999;;;-1033;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;BLUE GLACIER;210;123;19969999;19879999;;;-4959;;;;Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135;aerial photogrm/airborne surface elevation profiling
US;BLUE GLACIER;210;125;20099999;19879999;5.35;-730;-14986;;;;Riedel et al. (2015), J. Glaciol. 61(225), 8-16.;Area change 1980-2009 estimated from Table 1, and volume change 1987-2009 from Table 2, both in Riedel et al. (2015).
US;BRADY;1370;873;19950604;19480701;;;-18800;3760;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;BRADY;1370;874;20000210;19480701;488.182;0;-28600;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;BRADY;1370;875;20000524;19950604;605;0;-4850;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;BRAVO;3378;1271;19950701;19560701;1.6;0;-10200;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TG.
US;BRAVO;3378;1272;19950701;19560701;;;-11310;7020;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;CHERNOF;3379;1274;19960520;19500805;94.3;-1000;-22600;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;CHERNOF;3379;1275;19960520;19500805;56.5;-7000;-30820;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;CHERNOF;3379;1273;19960520;19500805;;;-35267;4600;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;CHERNOF;3379;1276;20000210;19960520;56.5;0;-3330;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;CHIKUMINUK;3573;1633;19960512;19570906;5.33;-440;1400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Sapiano, J.J., et al., 1998, J. Glaciol., 44, 119-135, 10.3198/1998JoG44-146-119-135";Methods used for survey/reference years are: AP/AL.
US;CHIKUMINUK;3573;1634;19960512;19570906;;;1560;5967;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;CHIKUMINUK;3573;1635;20010513;19960512;6;0;1400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;COLONY;3544;1586;20040908;19549999;;;-12222;5500;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;COLUMBIA (627);156;78;19940531;19500701;;;-54267;3700;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;COLUMBIA (627);156;79;19990510;19940531;1090;0;-37100;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;COLUMBIA (627);156;80;20040906;19570701;964;-90000;-160960;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436";Methods used for survey/reference years are: AP/AL.
US;COLUMBIA (627);156;81;20040906;19579999;960;-94000;-157189;;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;Maps and ETM+
US;DAWES;3419;1368;20000210;19610801;321.584;0;-132990;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;DESERTED;3381;1277;20000825;19500701;37;0;-41000;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AP/AL.
US;DESERTED;3381;1279;20040904;19500701;;;-44400;4320;;;Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436;
US;DESERTED;3381;1278;20040904;20000825;37;0;-3400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2006, J. Geophys. Res., 111, F03019, 10.1029/2005JF000436";Methods used for survey/reference years are: AL/AL.
US;DINGLESTADT;3382;1281;19960519;19510812;75.15;-4250;-32400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;DINGLESTADT;3382;1282;19960519;19510812;;;-38333;4140;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;DINGLESTADT;3382;1280;19960519;19510812;67.2;-5500;-40050;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;DINGLESTADT;3382;1283;20000210;19960519;67.2;0;-5670;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;DOUBLE;3383;1284;19960516;19570701;;;-29467;5070;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;DOUBLE;3383;1285;20010514;19960516;232;0;100;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;EAST FORK;182;85;19950519;19500701;;;-15000;2700;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;EAST FORK;182;86;20000601;19950519;44;0;-3200;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;EAST OKPILAK;3384;1287;19930701;19730701;8.8;0;-7300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/AL.
US;EAST OKPILAK;3384;1286;19930701;19730701;;;-7400;5760;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;EEL;188;88;20099999;19879999;0.85;-213;-39728;;;;Riedel, J.L., et al., 2015, J. Glaciol., 61, 8-16, 10.3189/2015JoG14J138;Area change 1980-2009 estimated from Table 1, and volume change 1987-2009 from Table 2, both in Riedel et al. (2015).
US;ESETUK;3385;1288;19930701;19560701;7.1;0;-12900;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/AL.
US;ESETUK;3385;1289;19930701;19560701;;;-12950;6660;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;EXIT;86;19;19940528;19510701;42.55;-250;-2600;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AP/AL.
US;EXIT;86;18;19940528;19510701;;;-9289;11000;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;EXIT;86;20;19940528;19510701;39.5;-1000;-4300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AP/AL.
US;EXIT;86;21;19960530;19940528;42.55;0;-3500;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Aðalgeirsdóttir, G., et al., 1998, J. Glaciol., 44, 570-582, 10.3198/1998JoG44-148-570-582";Methods used for survey/reference years are: AL/AL.
US;EXIT;86;22;20000210;19940528;39.5;0;-1250;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; VanLooy, J., et al., 2006, Geophys. Res. Lett., 33, L21307, 10.1029/2006GL028060";Methods used for survey/reference years are: AL/SI.
US;FAIR;1342;870;19640930;19630924;0.135;0;-1070;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Outcalt, S.I., and D.D. McPhail, 1965, A Survey of Neoglaciation in the Front Range of Colorado, 124p";Methods used for survey/reference years are: AP/AP.
US;FINGER;145;63;20000210;19480701;30.526;0;-9880;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;FORK TLIKAKILA;3386;1290;20010514;19570701;;;-20680;4752;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;GILLAM;3387;1291;19960425;19510701;;;-11000;4050;;;Arendt, A., et al., 2009, J. Clim., 22, 4117-4134, 10.1175/2009JCLI2784.1;
US;GILLAM;3387;1292;20000428;19960425;131;0;-2800;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497";Methods used for survey/reference years are: AL/AL.
US;GOOSENECK;3388;1294;19950701;19560701;1.1;0;-12300;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Rabus, B.T., and K.A. Echelmeyer, 1998, J. Glaciol., 44, 333-351, 10.3198/1998JoG44-147-333-351";Methods used for survey/reference years are: AP/TG.
US;GOOSENECK;3388;1293;19950701;19560701;;;-12870;7371;;;Arendt, A.A., et al., 2002, Science, 297, 382-386, 10.1126/science.1072497;
US;GRAND PACIFIC;132;57;20000210;19870701;274.344;0;-15860;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;GRAND PLATEAU;1383;879;20000210;19480701;352.333;0;-62400;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Larsen, C.F., et al., 2007, J. Geophys. Res., 112, F01007, 10.1029/2006JF000586";Methods used for survey/reference years are: AP/SI.
US;GULKANA;90;25;19740907;19540618;18.4;-1000;-4830;;;;"Cogley, G., 2009, Ann. Glaciol., 50, 96-100, 10.3189/172756409787769744; Echelmeyer, K.A., et al., 1996, J. Glaciol., 42, 538-547, 10.3198/1996JoG42-142-538-547; Cox, L.H., and R.S. March, 2004, J. Glaciol., 50, 363-370, 10.3189/172756504781829855";Methods used for survey/reference years are: AP/AP.
